Serial Number,Assamese Text,Sentiment,English Translation
1274,এই মিউজিক ভিডিঅ’ মোৰ আশাতকৈও চমৎকাৰ আছিল।,positive,This music video was more wonderful than I expected.
1275,মই ফিল্ম উপভোগ কৰোঁ আৰু অভিজ্ঞতা খুব অসাধাৰণ।,positive,I enjoy the film and the experience is very extraordinary.
1276,এই ফিল্মৰ কাৰ্যক্ষমতা আকর্ষণীয়। মই ইয়াক অতি পছন্দ কৰোঁ।,positive,The performance of this film is attractive. I like it very much.
1277,এয়া চেন্নাইত সৰ্বশ্ৰেষ্ঠ বেকাৰী। ই অতিশয় অবিস্মৰনীয়।,positive,This is the best bakery in Chennai. It is extremely unforgettable.
1278,মই বেংক সেৱাৰ সময়সূচীৰ ব্যাপক প্রশংসা কৰোঁ।,positive,I highly appreciate the schedule of the bank service.
1279,আমাৰ বন্ধুবান্ধৱীয়ে এই অনলাইন দোকানৰ প্ৰতিক্ৰিয়া চমৎকাৰ বুলি কয়।,positive,My friends say the response of this online shop is wonderful.
1280,এয়া গুৱাহাটীত সৰ্বশ্ৰেষ্ঠ বই। ই অতিশয় অসাধাৰণ।,positive,This is the best book in Guwahati. It is extremely extraordinary.
1281,আমাৰ বন্ধুবান্ধৱীয়ে এই কফি দোকানৰ প্ৰতিক্ৰিয়া অভূতপূর্ব বুলি কয়।,positive,My friends say the response of this coffee shop is exceptional.
1282,এয়া গুৱাহাটীত সৰ্বশ্ৰেষ্ঠ কফি দোকান। ই অতিশয় অতি ভাল।,positive,This is the best coffee shop in Guwahati. It is extremely very good.
1283,আমাৰ বন্ধুবান্ধৱীয়ে এই কফি দোকানৰ মান চমৎকাৰ বুলি কয়।,positive,My friends say the quality of this coffee shop is wonderful.
1284,এয়া ডেলিত সৰ্বশ্ৰেষ্ঠ ফোন। ই অতিশয় অসাধাৰণ।,positive,This is the best phone in Delhi. It is extremely extraordinary.
1285,আমাৰ বন্ধুবান্ধৱীয়ে এই খেলা ম্যাচৰ পৰিবেশ উত্তম বুলি কয়।,positive,My friends say the environment of this sports match is excellent.
1286,এই সাধাৰণ সেৱাৰ ওপৰত মোৰ সন্তুষ্টি সীমাহীন; ই সত্যই অভূতপূর্ব।,positive,My satisfaction with this service is limitless; it truly is exceptional.
1287,এয়া টিনিচুকিয়াত সৰ্বশ্ৰেষ্ঠ ভ্ৰমণ। ই অতিশয় চমৎকাৰ।,positive,This is the best trip in Tinsukia. It is extremely wonderful.
1288,আমাৰ বন্ধুবান্ধৱীয়ে এই খেলৰ মান অতি সন্তোষজনক বুলি কয়।,positive,My friends say the quality of this game is very satisfying.
1289,এই কফি দোকানৰ ওপৰত মোৰ সন্তুষ্টি সীমাহীন; ই সত্যই অসাধাৰণ।,positive,My satisfaction with this coffee shop is limitless; it truly is extraordinary.
1290,এয়া টিনিচুকিয়াত সৰ্বশ্ৰেষ্ঠ গান এলবাম। ই অতিশয় আকর্ষণীয়।,positive,This is the best music album in Tinsukia. It is extremely attractive.
1291,এই ফিল্মৰ ওপৰত মোৰ সন্তুষ্টি সীমাহীন; ই সত্যই উজ্জ্বল।,positive,My satisfaction with this film is limitless; it truly is brilliant.
1292,এই কফি দোকানৰ মান আকর্ষণীয়। মই ইয়াক অতি পছন্দ কৰোঁ।,positive,The quality of this coffee shop is attractive. I like it very much.
1293,এই গাড়ী অভূতপূর্ব আৰু ইয়াৰ বিষয়ে সদায় ভাল কথা শুনা যায়।,positive,This car is exceptional and you always hear good things about it.
1294,এয়া ডেলিত সৰ্বশ্ৰেষ্ঠ গান এলবাম। ই অতিশয় আকর্ষণীয়।,positive,This is the best music album in Delhi. It is extremely attractive.
1295,এই বাচ সেৱাৰ মান উত্তম। মই ইয়াক অতি পছন্দ কৰোঁ।,positive,The quality of this bus service is excellent. I like it very much.
1296,আমাৰ বন্ধুবান্ধৱীয়ে এই ভ্ৰমণৰ মান অতি ভাল বুলি কয়।,positive,My friends say the quality of this trip is very good.
1297,এই কফি দোকান মোৰ আশাতকৈও অভূতপূর্ব আছিল।,positive,This coffee shop was more exceptional than I expected.
1298,এয়া মুম্বাইত সৰ্বশ্ৰেষ্ঠ সাধাৰণ সেৱা। ই অতিশয় অভূতপূর্ব।,positive,This is the best service in Mumbai. It is extremely exceptional.
1299,আমাৰ বন্ধুবান্ধৱীয়ে এই খেলৰ সুবিধা অতি ভাল বুলি কয়।,positive,My friends say the convenience of this game is very good.
1300,এই ফিল্ম মোৰ আশাতকৈও মনোমোহা আছিল।,positive,This film was more delightful than I expected.
1301,এই বেকাৰীৰ ওপৰত মোৰ সন্তুষ্টি সীমাহীন; ই সত্যই অতি ভাল।,positive,My satisfaction with this bakery is limitless; it truly is very good.
1302,আমাৰ বন্ধুবান্ধৱীয়ে এই ট্ৰেইন সেৱাৰ গতি আকর্ষণীয় বুলি কয়।,positive,My friends say the speed of this train service is attractive.
1303,এই সাধাৰণ সেৱা মোৰ আশাতকৈও আকর্ষণীয় আছিল।,positive,This service was more attractive than I expected.
1304,এয়া ডিব্ৰুগড়ত সৰ্বশ্ৰেষ্ঠ বাতৰিবাৰ্তা। ই অতিশয় চমৎকাৰ।,positive,This is the best news article in Dibrugarh. It is extremely wonderful.
1305,এই বাতৰিবাৰ্তাৰ পৰিবেশ মনোমোহা। মই ইয়াক অতি পছন্দ কৰোঁ।,positive,The environment of this news article is delightful. I like it very much.
1306,এই গান এলবামৰ কাৰ্যক্ষমতা আকর্ষণীয়। মই ইয়াক অতি পছন্দ কৰোঁ।,positive,The performance of this music album is attractive. I like it very much.
1307,আমাৰ বন্ধুবান্ধৱীয়ে এই কফি দোকানৰ প্ৰতিক্ৰিয়া অতি সন্তোষজনক বুলি কয়।,positive,My friends say the response of this coffee shop is very satisfying.
